iter	RMSE
199	33.18964261
200	33.17968515
201	33.17635888
202	33.16677295
203	33.15782928
204	33.15280418
205	33.14764935
206	33.14685672
207	33.14124352
208	33.13502012
209	33.1292164
210	33.12089868
211	33.11339152
212	33.10839346
213	33.09800317
214	33.08489228
215	33.07415101
216	33.0708389
217	33.06659171
218	33.05199405
219	33.04673798
220	33.03936825
221	33.03323799
222	33.02528274
223	33.00719677
224	33.00440655
225	32.99963411
226	32.99060762
227	32.98536371
228	32.97307853
229	32.96967664
230	32.95733182
231	32.94801646
232	32.93093026
233	32.92389154
234	32.90431135
235	32.89663991
236	32.87662766
237	32.87287816
238	32.86608743
239	32.86147594
240	32.8580918
241	32.85145907
242	32.84408808
243	32.83873374
244	32.83237949
245	32.82827273
246	32.81922683
247	32.81548388
248	32.81140498
249	32.80726858
250	32.80396494
251	32.79657056
252	32.7911282
253	32.78569877
254	32.7803882
255	32.77704944
256	32.77611295
257	32.7686619
258	32.7597777
259	32.75292458
260	32.75099271
261	32.74314328
262	32.73826803
263	32.73544833
264	32.72166743
265	32.70230427
266	32.69741679
267	32.69163943
268	32.68573871
269	32.67287542
270	32.66249061
271	32.6469564
272	32.64201411
273	32.63188662
274	32.6231656
275	32.60887322
276	32.6041807
277	32.60224547
278	32.59638878
279	32.59423295
280	32.58733693
281	32.57937389
282	32.57447568
283	32.57276204
284	32.55683588
285	32.55243165
286	32.54712225
287	32.5425878
288	32.53569338
289	32.52062143
290	32.51025098
291	32.50866522
292	32.50099532
293	32.49502143
294	32.48339548
295	32.47986949
296	32.47123098
297	32.46698611
298	32.45861582
299	32.45390623
300	32.45234917
301	32.44531993
302	32.43695087
303	32.43059419
304	32.4246031
305	32.42003045
306	32.41263968
307	32.4056906
308	32.39269137
309	32.38444215
310	32.37854358
311	32.36890237
312	32.3669402
313	32.36236751
314	32.35438943
315	32.3497609
316	32.34638212
317	32.33718248
318	32.3369545
319	32.33221695
320	32.32490308
321	32.32031752
322	32.30672828
323	32.3036857
324	32.30105217
325	32.29606342
326	32.28879707
327	32.2647333
328	32.25566044
329	32.24975481
330	32.24213788
331	32.23276594
332	32.23025517
333	32.21955537
334	32.20887605
335	32.20380122
336	32.202458
337	32.19519759
338	32.18950017
339	32.18412131
340	32.18242632
341	32.17523531
342	32.1682628
343	32.16390503
344	32.16178183
345	32.15170066
346	32.14559433
347	32.13526591
348	32.13109039
349	32.1242219
350	32.12217554
351	32.11032463
352	32.10542184
353	32.09953992
354	32.09298414
355	32.08703456
356	32.08146314
357	32.07946662
358	32.07677332
359	32.07233096
360	32.0695271
361	32.06281386
362	32.05367449
363	32.04922721
364	32.04544378
365	32.03697597
366	32.02695803
367	32.01870644
368	32.01233779
369	32.00152006
370	31.9933998
371	31.98403496
372	31.98027242
373	31.97495785
374	31.97414712
375	31.96780824
376	31.96246707
377	31.96127174
378	31.95677916
379	31.9504422
380	31.94471854
381	31.94190571
382	31.93620936
383	31.93204941
384	31.92171227
385	31.91980031
386	31.91014214
387	31.8983877
388	31.89476
389	31.89028768
390	31.8854032
391	31.88055308
392	31.86964294
393	31.86105176
394	31.85904631
395	31.85366371
396	31.84921899
397	31.84721512
398	31.84423785
399	31.83264984
400	31.8285713
401	31.8259726
402	31.81324155
403	31.80835002
404	31.80462751
405	31.79835321
406	31.79463382
407	31.79418258
408	31.78646062
409	31.77969257
410	31.77553584
411	31.77449247
412	31.77085757
413	31.76940225
414	31.7663994
415	31.76459565
416	31.7604431
417	31.75659188
418	31.7446383
419	31.7399637
420	31.73048873
421	31.7284252
422	31.72165633
423	31.71852448
424	31.7097641
425	31.70796841
426	31.70442938
427	31.68562155
428	31.66852552
429	31.66324627
430	31.66061155
431	31.65239326
432	31.64971568
433	31.64198745
434	31.63247734
435	31.63034594
436	31.62790417
437	31.62670365
438	31.62493446
439	31.61503195
440	31.61266696
441	31.60657351
442	31.59988198
443	31.59600572
444	31.59326279
445	31.58720225
446	31.58264708
447	31.57337122
448	31.56499449
449	31.56172922
450	31.5539988
451	31.54984809
452	31.54429033
453	31.54319555
454	31.53820889
455	31.53477519
456	31.53432996
457	31.52214192
458	31.51682852
459	31.51528811
460	31.50569506
461	31.50085684
462	31.50072248
463	31.49914156
464	31.49194415
465	31.4902511
466	31.48941934
467	31.48573191
468	31.47942279
469	31.47771252
470	31.47400143
471	31.47148594
472	31.46899772
473	31.46488308
474	31.46092851
475	31.45851745
476	31.45290847
477	31.43376448
478	31.42006905
479	31.41795531
480	31.41634411
481	31.41430638
482	31.41098276
483	31.40767425
484	31.40022459
485	31.39521414
486	31.38065301
487	31.37830462
488	31.37746761
489	31.36893925
490	31.3644228
491	31.35736874
492	31.35362558
493	31.34959775
494	31.34341196
495	31.34183664
496	31.33890699
497	31.32923708
498	31.32713411
499	31.32509722
500	31.31889752
501	31.30931625
502	31.30606346
503	31.30018186
504	31.29903813
505	31.2976962
506	31.29282238
507	31.28797665
508	31.27781051
509	31.26117033
510	31.25584169
511	31.25465744
512	31.25221473
513	31.25014939
514	31.24415386
515	31.24101317
516	31.23588261
517	31.23405
518	31.22519589
519	31.22168375
520	31.22013927
521	31.21430233
522	31.21112104
523	31.2076734
524	31.20439728
525	31.19720047
526	31.19628899
527	31.19450786
528	31.19284673
529	31.19024462
530	31.18783122
531	31.17662371
532	31.16905113
533	31.1663626
534	31.16395468
535	31.1618983
536	31.16013623
537	31.1589164
538	31.1584336
539	31.1577218
540	31.14398627
541	31.14283487
542	31.13443148
543	31.13294833
544	31.13124965
545	31.12822631
546	31.12562422
547	31.12273262
548	31.11454291
549	31.10959802
550	31.10811628
551	31.1036991
552	31.10180296
553	31.09618819
554	31.09273856
555	31.08407892
556	31.07116815
557	31.06778898
558	31.06531539
559	31.06412449
560	31.06134677
561	31.05785173
562	31.05625246
563	31.0504735
564	31.0501477
565	31.04424728
566	31.03760202
567	31.03366806
568	31.03130127
569	31.02933687
570	31.02592774
571	31.02289992
572	31.0139882
573	31.00967888
574	31.00720442
575	31.00097923
576	30.99453128
577	30.99173607
578	30.97881458
579	30.97207311
580	30.96882084
581	30.9670371
582	30.96205709
583	30.95836654
584	30.95466731
585	30.95288834
586	30.95005215
587	30.94574241
588	30.93893776
589	30.93674904
590	30.93007644
591	30.92628521
592	30.91969301
593	30.9176596
594	30.91544112
595	30.9144804
596	30.90978025
597	30.9042691
598	30.90192917
599	30.89361339
600	30.89226782
601	30.88629879
602	30.88031181
603	30.87542545
604	30.8747766
605	30.86950919
606	30.86615668
607	30.86527541
608	30.86069276
609	30.85856164
610	30.85537997
611	30.85255986
612	30.84420826
613	30.82932319
614	30.82572114
615	30.81949149
616	30.81777627
617	30.80875899
618	30.80675645
619	30.79682734
620	30.79324161
621	30.78265799
622	30.77458135
623	30.77208512
624	30.75888256
625	30.75694979
626	30.7531559
627	30.74869035
628	30.73837491
629	30.73511538
630	30.72586262
631	30.72264275
632	30.71855143
633	30.7142091
634	30.71360501
635	30.70770428
636	30.70123007
637	30.69932707
638	30.69849843
639	30.69595747
640	30.6935638
641	30.69033979
642	30.68376959
643	30.68130794
644	30.67776358
645	30.66946038
646	30.65703894
647	30.64984175
648	30.64879737
649	30.63773069
650	30.63565456
651	30.63246324
652	30.62505579
653	30.61962326
654	30.61610879
655	30.61274845
656	30.61001892
657	30.60976177
658	30.60539604
659	30.59881957
660	30.59666775
661	30.59081708
662	30.58901664
663	30.5847744
664	30.58009587
665	30.57190144
666	30.56137118
667	30.56028731
668	30.55984784
669	30.55750737
670	30.55649334
671	30.55351787
672	30.5457512
673	30.54427754
674	30.53734872
675	30.53614947
676	30.51262239
677	30.51232789
678	30.51027822
679	30.50674465
680	30.49349814
681	30.48908829
682	30.4884193
683	30.4871382
684	30.48402711
685	30.48270128
686	30.47801191
687	30.47490141
688	30.47176047
689	30.45750812
690	30.45677214
691	30.45294613
692	30.45198474
693	30.43601227
694	30.43552508
695	30.43487577
696	30.43148366
697	30.43002332
698	30.42027047
699	30.41463127
700	30.41088748
701	30.40317793
702	30.39624334
703	30.38317928
704	30.35814443
705	30.34909716
706	30.34775069
707	30.34519032
708	30.33946822
709	30.33848169
710	30.33178979
711	30.31194807
712	30.30533749
713	30.30416597
714	30.30239976
715	30.29451745
716	30.29316807
717	30.29182212
718	30.28830664
719	30.28252864
720	30.27873881
721	30.27513802
722	30.27197449
723	30.26493743
724	30.2622972
725	30.25954215
726	30.25838988
727	30.25364548
728	30.2506189
729	30.24682845
730	30.24529281
731	30.24357696
732	30.23588623
733	30.23412962
734	30.23392997
735	30.2302367
736	30.22227628
737	30.21961957
738	30.21869301
739	30.21335107
740	30.20301789
741	30.2014132
742	30.18656238
743	30.18070004
744	30.1754553
745	30.17383347
746	30.17176982
747	30.16794733
748	30.16613597
749	30.1648911
750	30.16440566
751	30.16344911
752	30.15791948
753	30.15471699
754	30.15168784
755	30.14230393
756	30.14147074
757	30.14041195
758	30.13872064
759	30.13559449
760	30.13327872
761	30.13001918
762	30.12862028
763	30.1156837
764	30.11357431
765	30.11033973
766	30.10627354
767	30.10273678
768	30.10157609
769	30.09963176
770	30.0977611
771	30.09624981
772	30.08867005
773	30.08281465
774	30.08149388
775	30.07942578
776	30.06685378
777	30.06256567
778	30.06218051
779	30.06005185
780	30.05585928
781	30.04394081
782	30.03988681
783	30.03504739
784	30.03418532
785	30.03119132
786	30.03067699
787	30.02995998
788	30.02710298
789	30.02467329
790	30.01950976
791	30.01779178
792	30.01449878
793	30.0021025
794	29.99452007
795	29.99032338
796	29.98507174
797	29.98248663
798	29.97766431
799	29.97674345
800	29.97461628
801	29.97110981
802	29.96795814
803	29.96446969
804	29.96102819
805	29.94571145
806	29.94142891
807	29.93970015
808	29.92989856
809	29.92964705
810	29.92526928
811	29.92349318
812	29.91484644
813	29.91375307
814	29.91239195
815	29.9085402
816	29.90393728
817	29.90238413
818	29.90004161
819	29.8981268
820	29.89319241
821	29.89095177
822	29.88812992
823	29.8844538
824	29.88390055
825	29.87787248
826	29.86818371
827	29.86621624
828	29.86444871
829	29.86140403
830	29.85760325
831	29.85522438
832	29.85297411
833	29.85235948
834	29.84854947
835	29.84008486
836	29.83855435
837	29.83423811
838	29.82369965
839	29.81778045
840	29.8163471
841	29.81381427
842	29.81204026
843	29.81046009
844	29.808061
845	29.80593546
846	29.80447696
847	29.80429257
848	29.79934789
849	29.79214574
850	29.78368689
851	29.78234161
852	29.78002045
853	29.77907551
854	29.77876325
855	29.77579691
856	29.77216307
857	29.76687345
858	29.75706223
859	29.75514042
860	29.75334521
861	29.75240296
862	29.74942435
863	29.74728548
864	29.74479544
865	29.73837501
866	29.72842173
867	29.72580999
868	29.72331687
869	29.72164756
870	29.72078502
871	29.71310876
872	29.71080492
873	29.7082225
874	29.70455768
875	29.69859292
876	29.69687183
877	29.69419004
878	29.68285396
879	29.68181341
880	29.68111961
881	29.67363023
882	29.6728508
883	29.67132634
884	29.66904852
885	29.65434681
886	29.6485739
887	29.64635572
888	29.64163305
889	29.63817116
890	29.63573104
891	29.62096803
892	29.61754647
893	29.61415313
894	29.60836453
895	29.60080199
896	29.59992516
897	29.59445132
898	29.59018481
899	29.58522352
900	29.58460086
901	29.5799776
902	29.57925276
903	29.57038436
904	29.56903429
905	29.55313078
906	29.54110766
907	29.5294907
908	29.52732357
909	29.52049048
910	29.51441763
911	29.51397934
912	29.51151279
913	29.50955344
914	29.49769455
915	29.49160131
916	29.49119762
917	29.49119522
918	29.48404111
919	29.48267387
920	29.48143369
921	29.47726172
922	29.47577502
923	29.47186944
924	29.47118626
925	29.46388274
926	29.46023306
927	29.44613256
928	29.44521327
929	29.44317987
930	29.44051359
931	29.43927039
932	29.43748993
933	29.43616051
934	29.43127394
935	29.42315122
936	29.41964286
937	29.41704348
938	29.4165501
939	29.41615732
940	29.41170831
941	29.40816958
942	29.40800842
943	29.40683604
944	29.40663285
945	29.4026813
946	29.39940973
947	29.39599281
948	29.39384411
949	29.3873002
950	29.3836921
951	29.38315993
952	29.38094746
953	29.37925579
954	29.37266598
955	29.36831372
956	29.36765002
957	29.35716459
958	29.35385915
959	29.35064911
960	29.34937166
961	29.34813456
962	29.34635855
963	29.34455656
964	29.3411767
965	29.3407747
966	29.33873902
967	29.33374658
968	29.33280934
969	29.32962298
970	29.32962257
971	29.32928334
972	29.32717484
973	29.32255262
974	29.32237688
975	29.32223395
976	29.31229529
977	29.30561963
978	29.30220403
979	29.29910136
980	29.29550835
981	29.2906042
982	29.28905805
983	29.28331752
984	29.28298821
985	29.28156618
986	29.27971882
987	29.27798346
988	29.27500213
989	29.274401
990	29.27186092
991	29.27064658
992	29.26952493
993	29.26863401
994	29.25783229
995	29.25519561
996	29.2470129
997	29.23736036
998	29.23673416
999	29.23458451
